,X,Y,AP2 RTT(mm),AP3 RTT(mm),AP4 RTT(mm),AP5 RTT(mm),AP2 RSS(dBm),AP3 RSS(dBm),AP4 RSS(dBm),AP5 RSS(dBm),LOS APs
5838,11,0,2519,5398,5599,2360,-69,-73,-60,-61,None
5839,11,0,2438,5402,5899,2357,-67,-71,-58,-58,None
5840,11,0,2473,5311,5869,2329,-67,-70,-60,-59,None
5841,11,0,2444,5630,5713,2282,-66,-70,-61,-60,None
5842,11,0,2157,5517,5848,2319,-69,-72,-61,-58,None
5843,11,0,2429,5370,5535,2360,-69,-72,-58,-58,None
5844,11,0,2248,5402,5751,2083,-69,-73,-60,-59,None
5845,11,0,2432,5365,5552,2363,-69,-74,-60,-58,None
5846,11,0,2348,5346,5488,2297,-67,-73,-59,-60,None
5847,11,0,2030,5405,5766,2169,-67,-75,-61,-59,None
5848,11,0,2607,5571,5705,100000,-69,-73,-61,-200,None
5849,11,0,2519,5543,5754,2288,-68,-73,-60,-59,None
5850,11,0,2445,5576,5688,2132,-68,-71,-59,-59,None
5851,11,0,1587,5250,5610,2238,-66,-72,-59,-59,None
5852,11,0,1671,5400,5676,1884,-66,-70,-59,-58,None
5853,11,0,1915,5491,5676,2262,-67,-69,-59,-59,None
5854,11,0,1828,5571,5679,2204,-67,-69,-59,-60,None
5855,11,0,1708,5459,5560,2264,-69,-72,-60,-59,None
5856,11,0,2251,5456,5494,2360,-68,-72,-61,-58,None
5857,11,0,2402,5400,5751,2282,-68,-71,-61,-61,None
5858,11,0,2283,5276,5735,2204,-67,-71,-60,-61,None
5859,11,0,2282,5377,5757,2323,-67,-70,-61,-59,None
5860,11,0,2282,5376,5535,2488,-68,-71,-60,-59,None
5861,11,0,2529,5430,5773,2360,-67,-71,-60,-58,None
5862,11,0,2488,5545,5719,2329,-66,-71,-60,-62,None
5863,11,0,2560,5576,5648,2301,-67,-72,-60,-60,None
5864,11,0,2435,5374,5576,2360,-66,-71,-59,-60,None
5865,11,0,2482,5430,5723,2479,-66,-72,-60,-61,None
5866,11,0,2435,5541,5823,2282,-66,-71,-61,-61,None
5867,11,0,2491,5405,5538,2407,-67,-73,-60,-59,None
5868,11,0,2366,5194,5491,100000,-67,-73,-61,-200,None
5869,11,0,2482,5074,5638,2401,-67,-73,-60,-58,None
5870,11,0,2523,5130,5644,2366,-67,-73,-60,-58,None
5871,11,0,2435,5166,5716,2412,-67,-71,-60,-58,None
5872,11,0,2473,5191,5937,100000,-68,-73,-60,-200,None
5873,11,0,2473,5273,5713,2391,-66,-74,-60,-58,None
5874,11,0,2288,5159,5423,2360,-66,-74,-60,-60,None
5875,11,0,1973,5515,5308,100000,-66,-76,-61,-200,None
5876,11,0,1887,5459,5782,100000,-66,-74,-61,-200,None
5877,11,0,1823,5637,5712,2288,-65,-75,-61,-59,None
5878,11,0,2157,5599,5604,2241,-65,-76,-61,-60,None
5879,11,0,2151,5515,5491,100000,-65,-72,-61,-200,None
5880,11,1,5013,5673,6876,1885,-70,-58,-65,-56,None
5881,11,1,4776,5641,7169,1735,-71,-60,-66,-58,None
5882,11,1,4426,5491,7179,1701,-72,-60,-67,-58,None
5883,11,1,4663,5523,6291,1807,-74,-60,-67,-58,None
5884,11,1,4591,5051,5911,1735,-74,-61,-66,-58,None
5885,11,1,4704,5126,7266,1504,-74,-60,-65,-59,None
5886,11,1,5244,5488,6701,1901,-71,-60,-65,-59,None
5887,11,1,5137,100000,7066,1691,-73,-200,-66,-59,None
5888,11,1,4837,5448,5880,2272,-72,-62,-65,-58,None
5889,11,1,5051,5088,7179,1854,-72,-61,-64,-57,None
5890,11,1,5018,5129,7169,1769,-72,-62,-64,-57,None
5891,11,1,5013,5407,7198,1782,-73,-61,-64,-57,None
5892,11,1,6511,5491,6518,1701,-73,-62,-67,-57,None
5893,11,1,5773,5160,5758,1822,-74,-61,-71,-57,None
5894,11,1,6744,5145,5770,1894,-75,-61,-70,-58,None
5895,11,1,6621,5257,5742,1860,-73,-61,-67,-59,None
5896,11,1,5448,5266,7141,1969,-72,-61,-65,-59,None
5897,11,1,4582,4951,5872,1779,-70,-60,-69,-61,None
5898,11,1,4279,5369,7323,1813,-70,-60,-66,-60,None
5899,11,1,5845,5260,6982,2079,-73,-61,-68,-60,None
5900,11,1,4069,5379,5932,1548,-73,-61,-69,-60,None
5901,11,1,4429,5326,5841,2013,-72,-62,-65,-60,None
5902,11,1,4898,5819,6977,1963,-73,-61,-63,-58,None
5903,11,1,4666,5979,6319,1782,-71,-61,-65,-57,None
5904,11,1,5128,5520,5822,1738,-70,-61,-65,-56,None
5905,11,1,5519,5363,5920,1905,-70,-60,-66,-57,None
5906,11,1,5747,5604,5756,1888,-70,-60,-66,-57,None
5907,11,1,5438,5529,6291,1891,-70,-60,-66,-57,None
5908,11,1,5438,5494,5862,1735,-71,-61,-67,-56,None
5909,11,1,4826,5773,5526,1904,-72,-61,-66,-57,None
5910,11,1,6085,5254,5644,2013,-73,-59,-65,-58,None
5911,11,1,6779,5201,5606,2244,-74,-61,-69,-58,None
5912,11,1,6698,4904,5674,1623,-75,-61,-70,-58,None
5913,11,1,4816,100000,5916,1998,-74,-200,-69,-58,None
5914,11,1,4826,5220,6016,2201,-74,-62,-68,-58,None
5915,11,1,4851,5251,7248,1935,-74,-62,-68,-57,None
5916,11,1,4707,5382,7280,2313,-72,-61,-67,-58,None
5917,11,1,3841,5351,5846,1935,-74,-60,-66,-57,None
5918,11,1,5910,5641,7169,1704,-75,-61,-65,-58,None
5919,11,1,7195,5879,7251,1691,-75,-61,-66,-58,None
5920,11,1,6104,5370,5873,1623,-77,-62,-67,-59,None
5921,11,1,6116,5379,5737,1044,-78,-61,-68,-62,None
5922,11,1,6310,5432,5679,1223,-78,-61,-69,-62,None
5923,11,1,6541,5482,5587,1488,-78,-61,-69,-62,None
5924,11,1,6804,100000,5698,1932,-77,-200,-68,-62,None
5925,11,1,7188,5304,6562,1904,-76,-61,-65,-60,None
5926,11,1,5046,5254,7153,2057,-75,-61,-62,-62,None
5927,11,1,4894,5326,6838,2244,-73,-61,-65,-58,None
5928,11,1,5365,5332,6495,2276,-73,-61,-67,-60,None
5929,11,1,5988,5366,7277,1941,-76,-60,-63,-59,None
5930,11,1,4643,5254,6677,1573,-74,-60,-67,-56,None
5931,11,1,5402,5794,6612,1816,-73,-59,-68,-58,None
5932,11,1,4938,5607,5618,2048,-74,-61,-69,-59,None
5933,11,1,3841,5129,6504,1776,-72,-61,-66,-57,None
5934,11,1,4723,5004,6987,1038,-70,-61,-68,-56,None
5935,11,1,4605,5163,6621,838,-69,-60,-67,-57,None
5936,11,1,4694,4863,6375,1073,-69,-61,-66,-57,None
5937,11,1,4582,5376,7091,1235,-68,-59,-64,-55,None
5938,11,1,4720,5098,6598,1551,-69,-61,-66,-55,None
5939,11,1,4473,5404,6782,1813,-71,-61,-67,-56,None
5940,11,1,4163,5295,5470,732,-71,-61,-68,-58,None
5941,11,1,4163,5754,5918,2013,-74,-61,-68,-60,None
5942,11,1,5344,5791,6773,1779,-75,-61,-68,-58,None
5943,11,1,4470,5407,5791,1785,-74,-58,-69,-59,None
5944,11,1,3973,5332,6928,1507,-76,-59,-68,-59,None
5945,11,1,3929,5135,6876,1379,-74,-58,-67,-58,None
5946,11,1,4241,5416,6023,1269,-75,-59,-69,-59,None
5947,11,1,4245,5379,7219,1376,-75,-59,-69,-60,None
5948,11,1,4076,5344,7248,2085,-75,-59,-69,-59,None
5949,11,1,5026,5379,7247,1188,-73,-61,-67,-58,None
5950,11,1,5482,5363,6689,2048,-74,-61,-73,-56,None
5951,11,1,4994,5266,5873,1463,-72,-60,-69,-60,None
5952,11,1,4741,5138,7113,1394,-74,-61,-66,-61,None
5953,11,1,5074,5454,7104,1932,-76,-61,-66,-60,None
5954,11,1,5400,5176,7167,2013,-73,-60,-66,-59,None
5955,11,1,4753,4985,6741,1894,-70,-61,-66,-58,None
5956,11,1,4948,5254,7169,1823,-70,-61,-66,-61,None
5957,11,1,4519,5341,5993,1851,-72,-61,-67,-60,None
5958,11,1,4004,5291,6415,1432,-71,-58,-67,-58,None
5959,11,1,4816,5370,5815,1513,-72,-61,-69,-56,None
5960,11,1,7483,5220,6670,1941,-73,-62,-68,-57,None
5961,11,1,3998,5019,5791,1979,-76,-61,-68,-58,None
5962,11,1,4082,5454,7095,1744,-76,-61,-67,-58,None
5963,11,1,5864,5482,7162,1735,-75,-61,-66,-57,None
5964,11,1,5163,5204,6894,2180,-71,-61,-65,-58,None
5965,11,1,4751,5454,7104,2007,-73,-61,-67,-57,None
5966,11,1,4120,5341,5967,1863,-74,-61,-68,-57,None
5967,11,1,3844,5332,6166,1863,-74,-62,-66,-58,None
5968,11,1,4510,5379,7176,1963,-74,-62,-65,-58,None
5969,11,1,5358,100000,7082,1854,-71,-200,-65,-56,None
5970,11,1,4873,5829,6958,1776,-74,-61,-67,-56,None
5971,11,1,4847,100000,6544,1854,-71,-200,-68,-56,None
5972,11,1,5191,5457,6497,1735,-71,-61,-68,-56,None
5973,11,1,5166,100000,6388,2007,-73,-200,-68,-56,None
5974,11,1,6539,5416,7191,2054,-75,-61,-67,-57,None
5975,11,1,5248,5316,7085,2041,-74,-61,-67,-56,None
5976,11,1,5991,100000,7160,1901,-72,-200,-67,-57,None
5977,11,1,4753,5416,6954,2013,-73,-62,-68,-58,None
5978,11,1,5100,100000,7001,1941,-72,-200,-67,-59,None
5979,11,1,5013,100000,6521,2051,-73,-200,-68,-60,None
5980,11,1,4992,5291,6367,1976,-73,-62,-69,-60,None
5981,11,1,4980,5204,6879,1941,-73,-62,-68,-60,None
5982,11,1,4962,5341,6621,2129,-73,-62,-68,-60,None
5983,11,1,4877,5454,6166,1741,-73,-62,-68,-59,None
5984,11,1,4476,5216,5643,1660,-74,-62,-70,-58,None
5985,11,1,4551,100000,5475,1844,-73,-200,-70,-57,None
5986,11,1,4429,5185,5646,1591,-73,-62,-69,-58,None
5987,11,1,4950,5257,5641,1660,-72,-62,-69,-59,None
5988,11,1,4735,100000,5733,1510,-72,-200,-69,-58,None
5989,11,1,4723,5335,6037,1588,-71,-62,-67,-58,None
5990,11,1,4760,5329,6298,1610,-71,-62,-68,-58,None
5991,11,1,4840,5266,5773,1510,-74,-62,-67,-59,None
5992,11,1,4931,5257,5639,1619,-74,-62,-69,-58,None
5993,11,1,4777,5138,5660,1532,-73,-61,-69,-56,None
5994,11,1,4983,5729,5756,1779,-73,-61,-69,-57,None
5995,11,1,4980,5679,5791,2160,-73,-60,-69,-57,None
5996,11,1,4898,5526,5960,2088,-74,-61,-69,-57,None
5997,11,1,4905,100000,6173,1894,-74,-200,-68,-58,None
5998,11,1,5041,5613,6680,1698,-74,-61,-68,-57,None
5999,11,1,4929,5088,5705,1769,-72,-60,-67,-56,None
6000,11,2,3176,5395,4760,1307,-58,-67,-57,-56,None
6001,11,2,3204,5503,4781,1341,-59,-67,-60,-57,None
6002,11,2,3295,5201,4727,1376,-60,-68,-60,-56,None
6003,11,2,3288,5147,4526,1423,-60,-66,-59,-56,None
6004,11,2,3199,5154,4767,1419,-60,-65,-59,-56,None
6005,11,2,3380,5341,4615,1385,-59,-65,-58,-57,None
6006,11,2,3408,5250,4528,1423,-59,-65,-58,-57,None
6007,11,2,3405,5454,4823,1387,-60,-65,-58,-57,None
6008,11,2,3309,5353,4760,1326,-59,-66,-59,-58,None
6009,11,2,3288,5088,4737,1338,-60,-66,-59,-57,None
6010,11,2,3225,5316,4608,1269,-59,-66,-59,-58,None
6011,11,2,3178,5833,4561,1423,-59,-67,-59,-57,None
6012,11,2,3082,6373,4873,1316,-60,-67,-59,-57,None
6013,11,2,2937,6301,4706,1304,-61,-71,-59,-56,None
6014,11,2,2908,6104,4774,1338,-58,-69,-56,-56,None
6015,11,2,2756,5888,4760,1344,-61,-70,-57,-57,None
6016,11,2,2794,5969,4779,1354,-60,-70,-57,-58,None
6017,11,2,2908,6745,4781,1344,-61,-72,-58,-58,None
6018,11,2,2939,6698,4971,1154,-61,-69,-58,-59,None
6019,11,2,2944,5501,4891,1301,-60,-69,-58,-62,None
6020,11,2,2787,5285,4891,1423,-59,-68,-57,-56,None
6021,11,2,2960,5606,4936,1263,-60,-70,-59,-58,None
6022,11,2,3028,5829,4760,1344,-60,-68,-59,-57,None
6023,11,2,2969,5501,5185,1263,-59,-68,-58,-57,None
6024,11,2,2993,5585,5098,1266,-59,-69,-59,-58,None
6025,11,2,3194,5601,5011,1383,-59,-68,-59,-58,None
6026,11,2,3192,5852,4959,1454,-59,-67,-58,-58,None
6027,11,2,3176,5646,4901,1344,-59,-67,-59,-57,None
6028,11,2,3056,5407,4924,1351,-59,-67,-59,-57,None
6029,11,2,3051,5407,4962,1316,-59,-68,-59,-58,None
6030,11,2,3169,5501,4924,1388,-59,-67,-59,-57,None
6031,11,2,3171,5745,4919,1348,-59,-66,-58,-57,None
6032,11,2,3192,5529,4917,1473,-59,-66,-59,-57,None
6033,11,2,3171,5683,5060,1466,-59,-66,-59,-57,None
6034,11,2,3204,5458,4896,1510,-59,-66,-59,-57,None
6035,11,2,3082,5297,4875,1498,-60,-66,-59,-57,None
6036,11,2,3058,4835,4802,1454,-60,-66,-58,-56,None
6037,11,2,3319,5046,5030,1395,-59,-66,-58,-57,None
6038,11,2,3410,5290,4894,1344,-59,-67,-58,-57,None
6039,11,2,3471,5126,4833,1310,-59,-68,-58,-56,None
6040,11,2,3558,5517,4933,1313,-59,-67,-58,-56,None
6041,11,2,3433,4976,4904,1301,-59,-67,-57,-56,None
6042,11,2,3169,5060,4785,1338,-59,-66,-58,-56,None
6043,11,2,3026,5426,4869,1226,-61,-68,-57,-58,None
6044,11,2,3232,5313,4673,1232,-60,-67,-58,-58,None
6045,11,2,3293,5266,4769,1307,-60,-67,-59,-57,None
6046,11,2,3237,5323,4812,1307,-60,-67,-59,-58,None
6047,11,2,3084,5501,4664,1226,-60,-67,-59,-58,None
6048,11,2,3087,5566,4554,1260,-60,-67,-59,-57,None
6049,11,2,3291,5529,4580,1276,-60,-67,-59,-57,None
6050,11,2,3351,5585,4830,1307,-61,-66,-59,-57,None
6051,11,2,3438,5412,4730,1226,-61,-66,-58,-58,None
6052,11,2,3319,5590,4785,1344,-60,-67,-58,-57,None
6053,11,2,3145,5379,4802,1344,-60,-67,-58,-57,None
6054,11,2,3265,5376,4741,1266,-60,-67,-58,-57,None
6055,11,2,2998,6033,4678,1348,-60,-68,-58,-57,None
6056,11,2,2941,5498,4690,1338,-60,-68,-59,-56,None
6057,11,2,3291,5576,4617,1394,-60,-68,-59,-56,None
6058,11,2,3204,5937,4734,1273,-60,-68,-58,-57,None
6059,11,2,3087,5908,4694,1266,-60,-68,-58,-57,None
6060,11,2,2991,5088,4741,1385,-60,-67,-58,-57,None
6061,11,2,2946,5116,4786,1394,-60,-67,-58,-56,None
6062,11,2,2970,5330,4832,1344,-61,-66,-57,-56,None
6063,11,2,2939,5367,4904,1351,-60,-66,-57,-56,None
6064,11,2,3110,5913,4673,1504,-59,-66,-58,-56,None
6065,11,2,3255,5754,4971,1432,-59,-67,-59,-57,None
6066,11,2,3117,5981,4849,1310,-59,-67,-59,-58,None
6067,11,2,2934,5916,4669,1354,-59,-68,-58,-57,None
6068,11,2,3000,5895,4779,1273,-60,-68,-58,-57,None
6069,11,2,2913,5548,4744,1385,-60,-69,-58,-56,None
6070,11,2,3030,5826,4754,1423,-60,-69,-58,-57,None
6071,11,2,2880,6063,4884,1310,-59,-68,-58,-57,None
6072,11,2,3148,5583,4678,1344,-59,-68,-59,-57,None
6073,11,2,3145,5412,4727,1235,-60,-67,-58,-57,None
6074,11,2,2939,5815,4812,1344,-61,-68,-58,-57,None
6075,11,2,3223,5812,4720,1351,-59,-68,-58,-56,None
6076,11,2,3234,5906,4718,1351,-59,-67,-59,-56,None
6077,11,2,3023,5613,4833,1413,-59,-69,-58,-56,None
6078,11,2,2824,5932,4823,1466,-59,-69,-58,-56,None
6079,11,2,3230,6389,4816,1507,-58,-67,-58,-55,None
6080,11,2,3232,6218,4678,1355,-58,-66,-58,-57,None
6081,11,2,3082,5463,4837,1344,-59,-65,-58,-57,None
6082,11,2,3180,5269,4638,1229,-58,-65,-58,-57,None
6083,11,2,3176,5510,4610,1273,-58,-66,-58,-57,None
6084,11,2,3176,5773,4558,1473,-58,-67,-58,-56,None
6085,11,2,3173,5714,4669,1541,-59,-67,-58,-56,None
6086,11,2,3173,6026,4917,1385,-59,-67,-58,-56,None
6087,11,2,3054,5770,4615,1469,-59,-67,-58,-58,None
6088,11,2,3112,5625,4950,1473,-59,-67,-58,-58,None
6089,11,2,3138,5351,4933,1418,-57,-66,-57,-57,None
6090,11,2,3293,4976,4638,1385,-58,-67,-58,-57,None
6091,11,2,3321,5294,4910,1391,-59,-67,-58,-58,None
6092,11,2,2944,100000,4760,1470,-59,-200,-57,-56,None
6093,11,2,2855,5744,4816,1310,-60,-66,-59,-57,None
6094,11,2,2993,5341,4882,1423,-60,-66,-59,-57,None
6095,11,2,3138,5379,4587,1460,-59,-67,-59,-56,None
6096,11,2,3049,5712,4666,1304,-60,-67,-59,-57,None
6097,11,2,2946,5491,4699,1376,-59,-68,-59,-56,None
6098,11,2,3028,5817,4753,1379,-60,-67,-59,-57,None
6099,11,2,2815,5470,4704,1460,-60,-68,-59,-57,None
6100,11,2,2848,5845,4723,1391,-60,-68,-59,-56,None
6101,11,2,2967,5393,4919,1351,-60,-67,-59,-56,None
6102,11,2,2962,5566,4699,1426,-59,-66,-59,-56,None
6103,11,2,2995,5398,4720,1473,-59,-66,-59,-56,None
6104,11,2,2908,5604,4692,1263,-59,-66,-58,-56,None
6105,11,2,3049,5508,4833,1463,-58,-65,-58,-56,None
6106,11,2,2965,5330,4697,1313,-59,-66,-59,-56,None
6107,11,2,2988,5562,4704,1354,-58,-66,-58,-56,None
6108,11,2,2967,5400,4615,1385,-58,-65,-58,-56,None
6109,11,2,2995,5595,4877,1313,-58,-65,-58,-56,None
6110,11,2,3108,5522,4734,1423,-58,-65,-58,-57,None
6111,11,2,3108,5379,4645,1232,-57,-65,-57,-56,None
6112,11,2,3169,5351,4676,1229,-58,-66,-58,-57,None
6113,11,2,3208,5388,4723,1429,-58,-66,-58,-57,None
6114,11,2,3173,5407,4673,1338,-58,-66,-58,-56,None
6115,11,2,3051,5515,4767,1229,-58,-66,-58,-57,None
6116,11,2,3023,5428,4826,1385,-58,-66,-58,-57,None
6117,11,2,3110,5679,4730,1310,-58,-65,-58,-56,None
6118,11,2,3112,5566,4875,1354,-58,-65,-58,-56,None
6119,11,2,3080,5515,4666,1394,-58,-66,-58,-56,None
6120,11,4,632,3429,4657,354,-65,-56,-60,-54,None
6121,11,4,766,3570,4235,302,-66,-56,-61,-53,None
6122,11,4,873,3848,4179,356,-67,-57,-61,-55,None
6123,11,4,798,3391,4633,302,-67,-59,-62,-55,None
6124,11,4,769,3448,4773,216,-70,-58,-66,-54,None
6125,11,4,616,3291,4172,213,-66,-57,-63,-55,None
6126,11,4,916,3341,4132,513,-60,-62,-64,-54,None
6127,11,4,688,3382,4720,415,-62,-58,-62,-53,None
6128,11,4,1671,3107,4407,426,-65,-57,-60,-53,None
6129,11,4,1732,3270,4101,100000,-62,-61,-65,-200,None
6130,11,4,851,3341,4371,387,-61,-57,-63,-55,None
6131,11,4,732,3626,4141,326,-62,-57,-61,-56,None
6132,11,4,763,3538,4261,300,-63,-58,-60,-55,None
6133,11,4,757,3626,4167,274,-63,-59,-61,-56,None
6134,11,4,644,3663,4137,305,-61,-59,-63,-56,None
6135,11,4,1202,3391,4582,300,-63,-61,-61,-55,None
6136,11,4,1352,3476,4012,389,-65,-56,-65,-56,None
6137,11,4,638,3733,4476,135,-69,-56,-65,-56,None
6138,11,4,716,3016,4261,101,-66,-59,-66,-54,None
6139,11,4,644,3495,4875,298,-68,-55,-62,-57,None
6140,11,4,332,3351,4324,300,-70,-60,-61,-56,None
6141,11,4,532,3448,4755,285,-70,-61,-62,-54,None
6142,11,4,482,4160,4889,176,-69,-58,-61,-52,None
6143,11,4,1294,3348,4903,302,-69,-58,-63,-53,None
6144,11,4,1332,3326,4591,448,-67,-57,-63,-55,None
6145,11,4,1394,3248,4200,246,-68,-60,-62,-57,None
6146,11,4,769,3341,4758,148,-70,-60,-62,-56,None
6147,11,4,763,3391,4710,213,-71,-60,-63,-56,None
6148,11,4,613,3341,4985,260,-70,-58,-62,-54,None
6149,11,4,732,3345,4776,419,-66,-59,-62,-54,None
6150,11,4,1976,3307,5168,326,-68,-56,-62,-56,None
6151,11,4,2126,3094,4233,257,-68,-56,-65,-55,None
6152,11,4,1737,2801,4660,208,-65,-57,-62,-52,None
6153,11,4,2088,3872,4029,361,-68,-60,-65,-53,None
6154,11,4,879,3391,4130,361,-70,-60,-62,-52,None
6155,11,4,1354,3526,4579,307,-68,-57,-62,-53,None
6156,11,4,1514,3345,4357,298,-67,-58,-63,-55,None
6157,11,4,1587,3398,4066,274,-67,-57,-58,-55,None
6158,11,4,1903,4151,4904,211,-67,-56,-62,-56,None
6159,11,4,2210,3883,4355,246,-68,-57,-64,-56,None
6160,11,4,2557,3704,4854,328,-67,-57,-62,-55,None
6161,11,4,2789,3832,4663,368,-67,-57,-62,-55,None
6162,11,4,3185,3888,4378,419,-66,-57,-65,-55,None
6163,11,4,2705,4141,4160,298,-67,-62,-64,-53,None
6164,11,4,763,2932,4444,394,-70,-57,-59,-50,None
6165,11,4,1426,3391,4915,326,-68,-58,-60,-54,None
6166,11,4,1041,3391,4556,220,-60,-56,-65,-56,None
6167,11,4,1474,3032,4738,100000,-67,-59,-61,-200,None
6168,11,4,1512,3291,4537,98,-61,-61,-63,-53,None
6169,11,4,1153,3016,4537,294,-65,-61,-63,-53,None
6170,11,4,1303,4216,4588,358,-67,-61,-62,-52,None
6171,11,4,1276,3820,4904,366,-67,-60,-63,-52,None
6172,11,4,1332,2913,4554,356,-66,-60,-62,-52,None
6173,11,4,1238,3345,4554,384,-63,-58,-62,-54,None
6174,11,4,1316,3429,4774,389,-63,-60,-62,-53,None
6175,11,4,1269,3129,4523,389,-63,-61,-62,-51,None
6176,11,4,1219,3429,4554,366,-65,-62,-65,-53,None
6177,11,4,2088,3466,4551,356,-66,-60,-66,-54,None
6178,11,4,1973,3541,4167,241,-64,-61,-64,-55,None
6179,11,4,1830,3504,4757,192,-63,-61,-63,-55,None
6180,11,4,1498,3541,4610,248,-66,-59,-63,-55,None
6181,11,4,1533,3273,4516,274,-63,-58,-66,-55,None
6182,11,4,1612,3345,4476,298,-65,-61,-65,-55,None
6183,11,4,1310,4029,4823,274,-64,-56,-61,-57,None
6184,11,4,1362,3879,4612,220,-64,-57,-65,-55,None
6185,11,4,1209,3457,4727,294,-65,-58,-61,-54,None
6186,11,4,1596,4207,4666,288,-64,-57,-62,-54,None
6187,11,4,1629,2923,4423,326,-68,-58,-63,-55,None
6188,11,4,679,3248,3912,213,-68,-57,-65,-56,None
6189,11,4,841,3654,4802,333,-65,-56,-62,-56,None
6190,11,4,951,3635,4482,265,-64,-56,-61,-56,None
6191,11,4,1362,3757,4652,257,-64,-56,-61,-56,None
6192,11,4,1364,3598,4582,216,-64,-56,-62,-56,None
6193,11,4,729,3457,4858,323,-65,-56,-62,-56,None
6194,11,4,694,2676,4662,305,-67,-59,-64,-54,None
6195,11,4,644,3645,4130,291,-64,-61,-63,-54,None
6196,11,4,1387,3479,4352,100000,-64,-62,-62,-200,None
6197,11,4,907,2923,4746,285,-66,-59,-65,-54,None
6198,11,4,913,3523,4476,295,-62,-62,-61,-53,None
6199,11,4,763,3429,4547,211,-62,-61,-62,-56,None
6200,11,4,1237,3382,4690,330,-62,-59,-62,-56,None
6201,11,4,1130,3457,4826,358,-64,-59,-62,-55,None
6202,11,4,923,3466,4626,422,-61,-59,-63,-55,None
6203,11,4,629,3294,4025,358,-68,-57,-64,-54,None
6204,11,4,882,3204,4697,220,-60,-60,-62,-53,None
6205,11,4,1038,3391,4835,94,-62,-64,-62,-55,None
6206,11,4,538,3451,4605,328,-62,-59,-64,-55,None
6207,11,4,994,3085,4816,417,-63,-56,-62,-54,None
6208,11,4,804,3504,4706,391,-63,-57,-63,-55,None
6209,11,4,801,3194,4805,269,-64,-56,-61,-54,None
6210,11,4,726,3626,4643,333,-62,-56,-60,-54,None
6211,11,4,1207,3526,4805,330,-64,-57,-61,-55,None
6212,11,4,1212,3060,4582,307,-65,-57,-64,-54,None
6213,11,4,1172,3166,4364,448,-65,-58,-65,-53,None
6214,11,4,1298,3232,4737,485,-64,-58,-63,-53,None
6215,11,4,1263,3195,4580,358,-65,-57,-65,-54,None
6216,11,4,1062,3270,4528,508,-66,-57,-65,-54,None
6217,11,4,1148,2879,4612,358,-67,-56,-64,-53,None
6218,11,4,1179,2916,4794,302,-68,-56,-63,-53,None
6219,11,4,1153,3232,4980,192,-67,-56,-62,-53,None
6220,11,4,1151,3063,4610,294,-65,-56,-61,-52,None
6221,11,4,570,3185,4336,335,-67,-56,-62,-53,None
6222,11,4,482,3204,4312,246,-67,-56,-63,-53,None
6223,11,4,1019,2791,4847,333,-67,-56,-64,-53,None
6224,11,4,1186,2879,4385,274,-66,-56,-66,-52,None
6225,11,4,1237,3157,4746,368,-65,-56,-66,-52,None
6226,11,4,1155,3157,4633,387,-64,-56,-66,-53,None
6227,11,4,1183,3241,4460,443,-65,-56,-66,-53,None
6228,11,4,1329,3029,4512,501,-65,-56,-65,-54,None
6229,11,4,1212,3135,4570,389,-65,-57,-66,-54,None
6230,11,4,1181,3341,4633,415,-66,-57,-64,-54,None
6231,11,4,1179,3216,4554,415,-68,-60,-65,-54,None
6232,11,4,1029,3495,4289,100000,-69,-57,-60,-200,None
6233,11,4,1090,3391,4341,239,-69,-56,-60,-55,None
6234,11,4,1003,3323,4738,267,-69,-56,-60,-56,None
6235,11,4,1092,3241,4888,326,-69,-56,-59,-55,None
6236,11,4,1055,3057,4933,210,-69,-56,-59,-55,None
6237,11,4,888,3066,4823,410,-69,-57,-61,-54,None
6238,11,4,923,3148,4983,293,-69,-57,-62,-54,None
6239,11,4,973,3076,4887,328,-68,-57,-61,-54,None
6240,11,9,4170,3668,2175,1004,-68,-55,-54,-52,3 4 5
6241,11,9,4050,3230,2201,951,-70,-56,-55,-53,3 4 5
6242,11,9,3935,2758,2032,1003,-70,-57,-54,-54,3 4 5
6243,11,9,4078,2625,2304,841,-70,-57,-55,-53,3 4 5
6244,11,9,4191,2845,1966,760,-69,-57,-55,-53,3 4 5
6245,11,9,4170,3347,2140,869,-70,-57,-55,-52,3 4 5
6246,11,9,4174,3013,2290,1076,-69,-55,-54,-52,3 4 5
6247,11,9,4291,3912,2241,841,-69,-56,-54,-54,3 4 5
6248,11,9,4275,3473,2297,1036,-70,-57,-55,-53,3 4 5
6249,11,9,3839,2526,2299,712,-70,-56,-55,-55,3 4 5
6250,11,9,4022,2529,2208,867,-70,-57,-55,-55,3 4 5
6251,11,9,3933,2526,2184,919,-69,-57,-55,-53,3 4 5
6252,11,9,3778,2419,1948,1044,-69,-57,-55,-52,3 4 5
6253,11,9,3790,2447,1999,870,-70,-58,-55,-53,3 4 5
6254,11,9,3818,2538,2032,832,-71,-57,-54,-53,3 4 5
6255,11,9,3790,2576,2201,916,-70,-57,-55,-53,3 4 5
6256,11,9,3961,2526,2126,757,-71,-57,-55,-54,3 4 5
6257,11,9,4317,2618,2257,876,-71,-57,-55,-53,3 4 5
6258,11,9,4099,2489,2304,1063,-72,-58,-55,-52,3 4 5
6259,11,9,3912,2379,2238,841,-71,-58,-55,-52,3 4 5
6260,11,9,3762,2379,2196,954,-70,-58,-55,-53,3 4 5
